customer_id,transaction_count,total_amount,avg_amount,max_risk_score,avg_risk_score
C09221,543,49420.87,91.01449355432781,0.94,0.15243093922651932
C12758,47,10026.63,213.33255319148935,0.88,0.2668085106382979
C08924,304,11989.67,39.43970394736842,0.8,0.1369407894736842
C11625,723,85670.66,118.49330567081604,0.77,0.14500691562932227
C04105,1461,167402.3,114.58062970568103,0.94,0.15299794661190966
C00750,4410,1193799.47,270.7028276643991,0.99,0.2362312925170068
C09486,71,7112.79,100.18014084507043,0.47,0.1263380281690141
C04597,2062,80057.62,38.82522793404461,0.97,0.19035402521823472
C12517,2067,247769.79,119.86927431059507,0.96,0.1429124334784712
C05854,194,32730.28,168.71278350515465,0.84,0.1518041237113402
C03230,64,6316.95,98.70234375,0.43,0.11109375
C12136,476,70176.76,147.43016806722687,0.87,0.14808823529411763
C06872,26,1795.42,69.05461538461539,0.9,0.22230769230769232
C06248,1,80.05,80.05,0.19,0.19
C12094,1722,197265.47,114.55602206736353,0.91,0.1490534262485482
C05312,50,6320.39,126.40780000000001,0.96,0.23900000000000002
C08742,454,46409.35,102.22323788546255,0.81,0.12993392070484583
C09276,59,6743.37,114.29440677966102,0.58,0.13576271186440678
C12234,504,61903.27,122.8239484126984,0.89,0.15089285714285713
C08842,788,129047.21,163.7654949238579,0.99,0.161002538071066
C07505,125,22964.86,183.71888,0.67,0.1384
C13001,332,62225.75,187.4269578313253,0.89,0.1647289156626506
C08037,286,29913.69,104.59332167832167,0.92,0.13744755244755247
C09936,31,1484.43,47.884838709677425,0.39,0.1267741935483871
C00259,60,3036.53,50.60883333333334,0.88,0.16116666666666665
C12863,77,20009.32,259.8612987012987,0.58,0.14402597402597403
C08841,101,18048.28,178.69584158415842,0.89,0.15594059405940594
C02515,404,34053.15,84.28997524752475,0.92,0.14
C08605,61,6722.33,110.20213114754098,0.72,0.13295081967213113
C09998,113,13127.61,116.17353982300885,0.84,0.1427433628318584
C05560,996,282053.98,283.1867269076305,0.97,0.2492971887550201
C01828,333,24246.39,72.81198198198199,0.96,0.23837837837837836
C09872,39,5964.2,152.92820512820512,0.9,0.28923076923076924
C09253,21,3671.9,174.85238095238097,0.39,0.10857142857142857
C08391,700,22434.21,32.048871428571424,0.93,0.17718571428571428
C01048,77,6722.7699999999995,87.3087012987013,0.68,0.15636363636363637
C03047,1790,182715.23,102.07554748603353,0.96,0.1584469273743017
C00272,47,6524.4800000000005,138.81872340425534,0.38,0.11404255319148937
C06791,22,2280.83,103.6740909090909,0.33,0.15545454545454546
C10656,29,3674.48,126.70620689655172,0.4,0.10172413793103449
C09405,54,9157.71,169.5872222222222,0.62,0.15574074074074074
C05622,175,18274.24,104.42422857142859,0.46,0.12
C03277,16,2522.12,157.6325,0.88,0.245625
C11464,782,84458.1,108.0026854219949,0.95,0.15080562659846547
C07212,2522,520071.13,206.21377081681206,0.98,0.27211736716891355
C02250,1651,445758.65,269.9931253785585,0.97,0.1819503331314355
C05689,702,82436.12,117.43037037037037,0.89,0.13821937321937322
C01154,339,109983.67,324.435604719764,0.99,0.3076401179941003
C02331,106,8635.94,81.4711320754717,0.5,0.13066037735849056
C10755,63,11833.11,187.82714285714286,0.89,0.24047619047619048
C05078,78,7049.96,90.38410256410256,0.52,0.13807692307692307
C11227,1060,298884.0,281.96603773584906,0.95,0.21024528301886794
C02342,580,99314.92,171.23262068965516,0.96,0.26163793103448274
C12907,36,2583.65,71.76805555555556,0.46,0.13416666666666666
C05996,167,6694.64,40.08766467065868,0.91,0.20359281437125748
C08027,110,16023.72,145.67018181818182,0.5,0.13390909090909092
C06055,47,3091.96,65.78638297872341,0.53,0.14829787234042552
C12682,364,89945.15,247.10206043956043,0.92,0.1814835164835165
C10270,48,7894.2300000000005,164.46312500000002,0.82,0.168125
C12598,728,83736.4,115.02252747252747,0.87,0.14574175824175822
C12982,262,14699.92,56.106564885496184,0.91,0.18656488549618322
C06147,2080,201066.48,96.66657692307693,0.93,0.1439951923076923
C13440,14932,1511269.75,101.21013594963836,0.98,0.14284958478435575
C03351,84,21319.79,253.80702380952383,0.9,0.15726190476190477
C12722,14,5478.85,391.3464285714286,0.78,0.16571428571428573
C04361,340,68224.18,200.65935294117645,0.93,0.18961764705882353
C00614,431,39274.9,91.12505800464038,0.86,0.14670533642691416
C10867,1383,171537.72,124.03305856832972,0.77,0.1372234273318872
C10852,213,48450.08,227.46516431924883,0.88,0.1847887323943662
C06885,124,15753.09,127.04104838709678,0.67,0.13516129032258065
C06811,83,14561.88,175.44433734939759,0.9,0.13180722891566266
C09671,49,11044.66,225.4012244897959,0.73,0.18326530612244898
C07033,111,10907.64,98.26702702702703,0.92,0.22405405405405407
C03771,20,1194.49,59.7245,0.32,0.1405
C09165,1681,392975.81,233.77502082093991,0.93,0.21262343842950626
C12084,673,56978.56,84.66353640416047,0.92,0.14338781575037146
C03851,506,46368.18,91.63671936758894,0.9,0.14837944664031621
C01333,1767,203428.17,115.126298811545,0.9,0.16601584606677985
C01521,411,23391.68,56.91406326034063,0.96,0.2686861313868613
C09750,66,9756.61,147.82742424242426,0.61,0.11257575757575757
C00844,51,11700.36,229.41882352941178,0.82,0.1737254901960784
C07220,206,7621.62,36.99815533980583,0.94,0.19839805825242718
C01563,73,16983.43,232.64972602739726,0.86,0.28616438356164386
C01954,146,21965.71,150.45006849315067,0.93,0.13726027397260274
C13449,140,14678.23,104.8445,0.75,0.14107142857142857
C10955,396,92978.11,234.79320707070707,0.95,0.20767676767676765
C10516,82,9900.539999999999,120.73829268292681,0.73,0.15000000000000002
C04582,39,8803.57,225.73256410256408,0.42,0.13076923076923075
C02134,285,40251.87,141.2346315789474,0.66,0.13621052631578948
C00331,310,34577.54,111.54045161290323,0.89,0.1454516129032258
C02608,142,12277.82,86.46352112676057,0.71,0.13190140845070422
C06403,1051,97241.71,92.52303520456708,0.91,0.1403520456707897
C05196,34,3519.2,103.50588235294117,0.49,0.15382352941176472
C00969,121,16228.49,134.1197520661157,0.8,0.14520661157024795
C00732,10,1121.45,112.14500000000001,0.76,0.22400000000000003
C00094,809,114727.91,141.81447466007418,0.92,0.15328800988875155
C02902,3152,382644.31,121.39730647208121,0.96,0.15433692893401016
C03412,101,31557.19,312.44742574257424,0.88,0.20554455445544556
C10239,19,4364.31,229.7005263157895,0.3,0.11473684210526316
C07058,54,4446.16,82.3362962962963,0.45,0.13092592592592592
C11883,2,250.17000000000002,125.08500000000001,0.72,0.38
C03474,303,56573.52,186.71128712871285,0.94,0.23887788778877886
C03649,18,1455.29,80.84944444444444,0.92,0.17722222222222223
C05958,77,21148.98,274.6620779220779,0.84,0.20363636363636364
C07803,8,972.1800000000001,121.52250000000001,0.29,0.07375
C12124,201,16767.97,83.42273631840797,0.56,0.14303482587064675
C07523,315,34579.82,109.77720634920635,0.86,0.1511111111111111
C09184,11,1346.49,122.40818181818182,0.4,0.17090909090909093
C05128,525,82181.62,156.53641904761903,0.82,0.13441904761904763
C04034,894,35552.35,39.767729306487695,0.98,0.2445413870246085
C03556,87,7988.63,91.82333333333334,0.47,0.13770114942528736
C08120,35,3007.26,85.92171428571429,0.45,0.14714285714285716
C05961,120,12811.69,106.76408333333333,0.64,0.15908333333333333
C05098,2,1243.92,621.96,0.03,0.03
C10778,16,1576.75,98.546875,0.76,0.2725
C05276,198,19539.49,98.68429292929294,0.83,0.1322222222222222
C11309,1538,310758.88,202.05388816644995,0.96,0.27195058517555265
C05277,11,1151.5,104.68181818181819,0.26,0.08636363636363636
C10397,62,7957.04,128.33935483870968,0.41,0.13016129032258064
C04313,92,16208.78,176.18239130434785,0.94,0.17456521739130434
C11873,369,72751.66,197.1589701897019,0.87,0.14734417344173442
C10553,682,207713.33,304.565,0.93,0.18548387096774194
C05010,11,3297.1,299.73636363636365,0.35,0.13454545454545455
C11929,560,61749.7,110.26732142857142,0.93,0.14144642857142856
C08749,13,892.27,68.63615384615385,0.52,0.1630769230769231
C06678,42,3479.5,82.8452380952381,0.37,0.13476190476190478
C13372,59,2824.47,47.87237288135593,0.87,0.29288135593220344
C09827,320,35226.2,110.081875,0.76,0.121875
C05258,20,6330.95,316.5475,0.39,0.1065
C01959,8,665.05,83.13125,0.72,0.43
C03883,1,40.01,40.01,0.01,0.01
C07227,208,20574.08,98.91384615384617,0.9,0.12951923076923078
C03858,43,4200.6,97.68837209302326,0.89,0.1630232558139535
C07504,40,3193.07,79.82675,0.47,0.154
C04707,5,151.72,30.344,0.34,0.17200000000000001
C11917,12,3242.89,270.24083333333334,0.42,0.11333333333333333
C11468,126,15556.06,123.46079365079365,0.85,0.11634920634920635
C07936,875,123519.5,141.16514285714285,0.93,0.15573714285714288
C00773,539,67086.54,124.46482374768088,0.91,0.15263450834879405
C01347,227,65783.05,289.79317180616744,0.94,0.2599118942731278
C11294,332,61915.65,186.492921686747,0.91,0.21572289156626506
C10911,11,553.08,50.28,0.56,0.16727272727272727
C02575,213,38007.27,178.43788732394364,0.82,0.1472300469483568
C11743,214,25519.19,119.24855140186915,0.63,0.13878504672897196
C09286,107,9998.04,93.43962616822431,0.83,0.14214953271028039
C12426,257,28561.58,111.13455252918288,0.62,0.1403112840466926
C04893,597,67630.08,113.28321608040201,0.88,0.14080402010050252
C12311,318,31863.07,100.19833333333334,0.86,0.13880503144654088
C07858,1008,96612.01,95.84524801587301,0.95,0.1438095238095238
C04543,54,10645.79,197.1442592592593,0.41,0.13111111111111112
C12417,42,5290.21,125.95738095238096,0.88,0.12761904761904763
C00129,280,25858.12,92.35042857142857,0.75,0.13514285714285715
C01254,191,13379.38,70.04910994764397,0.5,0.13272251308900523
C08072,246,46602.25,189.4400406504065,0.9,0.21536585365853658
C04383,23,1396.8999999999999,60.734782608695646,0.3,0.11521739130434783
C04798,185,21237.77,114.79875675675676,0.65,0.15091891891891893
C09666,839,119102.48,141.95766388557806,0.93,0.14240762812872468
C04696,5,604.9000000000001,120.98000000000002,0.32,0.132
C08824,20,3413.79,170.6895,0.8,0.252
C09876,128,30866.09,241.141328125,0.8,0.2046875
C05876,991,79341.74,80.06230070635722,0.91,0.1576084762865792
C07871,257,80232.58,312.1890272373541,0.88,0.2519455252918288
C12894,14,914.72,65.33714285714287,0.31,0.1335714285714286
C04026,232,22180.85,95.6071120689655,0.55,0.14232758620689656
C01974,7,851.8399999999999,121.69142857142856,0.31,0.12428571428571429
C04693,36,2338.77,64.96583333333334,0.58,0.17388888888888887
C10364,137,25875.58,188.87284671532848,0.97,0.17021897810218978
C09981,493,60830.87,123.38918864097364,0.85,0.1377079107505071
C08181,30,2807.98,93.59933333333333,0.55,0.14966666666666667
C12833,14,1674.8700000000001,119.63357142857144,0.81,0.3692857142857143
C05782,457,69357.96,151.7679649890591,0.63,0.13319474835886216
C10661,128,13494.64,105.426875,0.94,0.14296875
C07456,87,8974.76,103.15816091954024,0.67,0.14517241379310344
C08913,180,41038.01,227.98894444444446,0.94,0.2445
C09159,308,41516.27,134.79308441558442,0.84,0.14925324675324675
C12572,87,10890.65,125.17988505747125,0.4,0.1210344827586207
C11522,875,212528.23,242.88940571428572,0.98,0.1930171428571429
C11061,22,5800.34,263.6518181818182,0.82,0.365
C03171,49,5034.3,102.74081632653062,0.5,0.11571428571428571
C10800,12,1914.13,159.51083333333335,0.6,0.24666666666666667
C10687,36,3886.14,107.94833333333332,0.43,0.13194444444444445
C02817,2,266.89,133.445,0.15,0.08
C03714,254,25427.47,100.10814960629922,0.79,0.1386220472440945
C07671,1569,176387.32,112.4202166985341,0.89,0.1352836201402167
C08614,126,19903.53,157.9645238095238,0.92,0.1388888888888889
C12489,8,939.81,117.47625,0.53,0.19
C11381,331,29360.5,88.70241691842901,0.81,0.1463141993957704
C01308,16,4489.47,280.591875,0.44,0.11875
C00823,94,14288.04,152.0004255319149,0.69,0.13521276595744683
C00424,5,188.06,37.612,0.35,0.16599999999999998
C09342,15,1027.48,68.49866666666667,0.21,0.10600000000000001
C13033,27,5874.9800000000005,217.59185185185186,0.35,0.09111111111111111
C12738,35,4296.0,122.74285714285715,0.87,0.168
C02480,416,95551.47,229.69103365384615,0.87,0.22300480769230768
C03415,3,45.019999999999996,15.006666666666666,0.18,0.12333333333333334
C08269,682,104875.71,153.7767008797654,0.98,0.16118768328445748
C12030,47,10114.51,215.20234042553193,0.34,0.12148936170212767
C12345,14,2035.62,145.40142857142857,0.54,0.16071428571428573
C11082,45,14208.29,315.7397777777778,0.71,0.15622222222222223
C04865,530,108223.78,204.19581132075473,0.95,0.26060377358490566
C03320,13,1454.1,111.85384615384615,0.39,0.12923076923076923
C08899,27,2250.4,83.34814814814816,0.39,0.13814814814814816
C02309,603,52382.02,86.8690215588723,0.94,0.1328524046434494
C02380,16,1468.3,91.76875,0.45,0.12375
C11539,988,236674.49,239.5490789473684,0.94,0.22394736842105262
C12829,1,209.95,209.95,0.03,0.03
C03405,505,119721.43,237.07213861386137,0.92,0.16322772277227723
C01374,321,41710.78,129.9401246105919,0.7,0.13426791277258568
C06253,58,4642.72,80.04689655172415,0.77,0.1453448275862069
C04762,21,3479.98,165.71333333333334,0.38,0.1542857142857143
C07919,1019,110565.6,108.50402355250246,0.9,0.14438665358194308
C10715,760,94162.58,123.89813157894737,0.86,0.15322368421052632
C06888,4,1099.8600000000001,274.96500000000003,0.21,0.145
C06890,9,1157.17,128.57444444444445,0.35,0.13444444444444445
C05595,54,2631.18,48.72555555555555,0.85,0.20703703703703702
C00051,42,14964.1,356.28809523809525,0.83,0.2564285714285714
C02923,92,16193.619999999999,176.01760869565217,0.88,0.1882608695652174
C12676,3,300.01,100.00333333333333,0.58,0.2866666666666667
C08598,21,3904.61,185.93380952380954,0.64,0.20476190476190476
C01252,5,287.06,57.412,0.39,0.178
C05443,19,4398.62,231.5063157894737,0.39,0.12631578947368421
C07387,35,1963.79,56.108285714285714,0.53,0.16514285714285715
C06481,123,18404.11,149.6269105691057,0.8,0.13658536585365855
C09584,35,6324.59,180.70257142857145,0.33,0.13742857142857146
C04478,11,1081.05,98.27727272727272,0.47,0.12818181818181817
C04834,41,4176.7300000000005,101.87146341463416,0.85,0.18292682926829268
C08635,88,5041.63,57.29125,0.88,0.19829545454545452
C03488,108,5314.07,49.20435185185185,0.88,0.17759259259259258
C11005,87,21662.4,248.9931034482759,0.93,0.2374712643678161
C02764,266,33261.64,125.04375939849623,0.67,0.1268045112781955
C13259,2,275.0,137.5,0.49,0.29
C11059,74,10817.49,146.18229729729728,0.6,0.1268918918918919
C10585,126,27575.14,218.85031746031746,0.95,0.2561111111111111
C05115,198,45924.62,231.94252525252526,0.91,0.19217171717171716
C13516,74,10892.79,147.19986486486488,0.49,0.13864864864864865
C03667,2,249.01999999999998,124.50999999999999,0.84,0.575
C04709,214,29665.88,138.6256074766355,0.94,0.1508411214953271
C11702,29,1798.62,62.02137931034483,0.9,0.30310344827586205
C01010,197,27575.94,139.97939086294414,0.78,0.136497461928934
C09657,1343,62548.49,46.57370811615785,0.95,0.22303797468354433
C13354,322,39549.21,122.82363354037267,0.94,0.15717391304347825
C07215,55,12062.86,219.32472727272727,0.85,0.2583636363636364
C06348,46,6568.22,142.78739130434784,0.81,0.1910869565217391
C01110,50,4218.5,84.37,0.43,0.1376
C01061,2,854.05,427.025,0.28,0.22000000000000003
C09820,272,37772.83,138.87069852941178,0.84,0.1550735294117647
C05171,62,10782.82,173.91645161290322,0.96,0.1282258064516129
C09420,232,33974.58,146.4421551724138,0.82,0.14844827586206896
C11583,4,1924.9,481.225,0.37,0.22499999999999998
C11906,314,32718.66,104.19955414012739,0.85,0.14372611464968155
C12652,16,3056.73,191.045625,0.49,0.1575
C00059,589,60630.83,102.9385908319185,0.92,0.1333616298811545
C01286,4,299.92,74.98,0.6,0.2175
C11852,155,40419.23,260.76922580645163,0.92,0.1992258064516129
C12981,71,8917.83,125.60323943661972,0.4,0.12492957746478875
C07335,84,11723.33,139.56345238095238,0.51,0.15357142857142858
C04062,74,10264.56,138.71027027027026,0.75,0.1314864864864865
C11176,1,171.01,171.01,0.22,0.22
C00089,9,634.22,70.4688888888889,0.27,0.09111111111111111
C05448,40,4409.52,110.23800000000001,0.77,0.1545
C06327,8,949.9300000000001,118.74125000000001,0.67,0.30125
C04525,6,1051.01,175.16833333333332,0.23,0.09666666666666668
C10320,120,36973.16,308.10966666666667,0.93,0.26333333333333336
C11768,14,3023.6200000000003,215.97285714285718,0.34,0.13714285714285715
C02566,11,2054.91,186.80999999999997,0.86,0.3145454545454545
C10900,35,13018.13,371.9465714285714,0.83,0.20428571428571426
C11701,2,519.8399999999999,259.91999999999996,0.07,0.05
C02646,11,1087.95,98.90454545454546,0.87,0.28363636363636363
C04764,20,3349.98,167.499,0.74,0.259
C02930,26,1113.29,42.81884615384615,0.76,0.18769230769230769
C11216,54,5164.3,95.6351851851852,0.4,0.12425925925925926
C07149,875,131560.76,150.3551542857143,0.95,0.15172571428571427
C09354,243,12336.2,50.766255144032925,0.96,0.20592592592592593
C01248,9,1012.26,112.47333333333333,0.33,0.15777777777777777
C03651,91,11068.72,121.63428571428571,0.92,0.14912087912087912
C03722,44,10575.130000000001,240.34386363636366,0.52,0.1527272727272727
C07741,785,162596.83,207.1297197452229,0.93,0.18378343949044587
C04701,27,2389.17,88.48777777777778,0.45,0.12037037037037036
C07997,152,29217.8,192.22236842105264,0.95,0.22177631578947368
C01942,31,3969.56,128.05032258064517,0.72,0.14967741935483872
C10006,31,6263.23,202.03967741935483,0.38,0.09580645161290323
C03204,7,279.94,39.99142857142857,0.25,0.1285714285714286
C08695,50,8188.3,163.766,0.51,0.1346
C08775,17,2319.41,136.43588235294118,0.69,0.2958823529411765
C09191,10,1119.6,111.96,0.46,0.16999999999999998
C13053,16,3045.46,190.34125,0.7,0.176875
C08542,42,4103.66,97.70619047619047,0.5,0.1438095238095238
C11687,272,27701.73,101.8445955882353,0.72,0.12948529411764706
C03839,60,10633.01,177.21683333333334,0.83,0.181
C09087,7,556.63,79.51857142857143,0.33,0.1457142857142857
C07276,15,1067.16,71.144,0.32,0.10066666666666667
C08321,34,7600.59,223.54676470588237,0.64,0.12323529411764707
C13346,9,1096.59,121.84333333333332,0.39,0.14444444444444446
C11494,17,3565.81,209.7535294117647,0.85,0.25882352941176473
C07889,3,792.84,264.28000000000003,0.14,0.09333333333333334
C04408,15,1201.72,80.11466666666666,0.36,0.14400000000000002
C02346,18,3095.96,171.99777777777777,0.42,0.1383333333333333
C03411,332,34492.36,103.89265060240965,0.92,0.14858433734939758
C01337,34,2440.44,71.77764705882353,0.43,0.13529411764705881
C09650,8,1759.9499999999998,219.99374999999998,0.67,0.28750000000000003
C01988,25,2448.34,97.93360000000001,0.32,0.14959999999999998
C04118,487,63994.48,131.40550308008216,0.81,0.12926078028747434
C00195,30,7861.8,262.06,0.5,0.14333333333333334
C03670,8,6257.31,782.16375,0.31,0.14875
C06845,55,4939.15,89.80272727272727,0.46,0.14381818181818182
C05318,50,3839.48,76.78960000000001,0.56,0.163
C05164,28,2652.7599999999998,94.74142857142856,0.3,0.09571428571428572
C12097,77,10131.7,131.58051948051948,0.4,0.12766233766233767
C08597,245,47000.37,191.83824489795919,0.91,0.19608163265306122
C04112,6,899.95,149.99166666666667,0.8,0.32666666666666666
C12003,40,2239.63,55.990750000000006,0.45,0.126
C06658,50,8108.93,162.17860000000002,0.92,0.2334
C07906,1,49.92,49.92,0.18,0.18
C04285,209,53156.38,254.33674641148323,0.86,0.178133971291866
C12542,46,3643.61,79.20891304347826,0.9,0.17043478260869566
C00409,71,7170.76,100.99661971830986,0.7,0.1304225352112676
C00101,26,2396.34,92.16692307692308,0.38,0.14615384615384616
C02456,107,3299.5299999999997,30.836728971962614,0.9,0.1746728971962617
C12060,78,6881.1,88.21923076923078,0.82,0.16166666666666665
C02094,102,21430.9,210.10686274509806,0.84,0.18313725490196078
C10915,57,6326.72,110.99508771929825,0.5,0.1326315789473684
C13542,48,7631.23,158.98395833333333,0.49,0.125
C08622,18,2749.71,152.76166666666666,0.4,0.14666666666666667
C09261,22,4198.66,190.8481818181818,0.4,0.14818181818181816
C11441,12,1050.43,87.53583333333334,0.37,0.14166666666666666
C01735,7,377.1,53.871428571428574,0.31,0.12285714285714286
C05129,105,14727.52,140.26209523809524,0.52,0.13133333333333333
C11257,41,2723.58,66.42878048780487,0.73,0.2453658536585366
C07076,34,6081.05,178.8544117647059,0.82,0.21088235294117647
C10760,421,15951.78,37.89021377672209,0.89,0.1814726840855107
C03787,29,4156.7699999999995,143.33689655172412,0.9,0.17448275862068968
C13337,21,1837.59,87.50428571428571,0.32,0.12142857142857141
C05011,165,26882.26,162.92278787878786,0.92,0.15721212121212122
C08422,20,2139.19,106.9595,0.4,0.11200000000000002
C10752,16,1642.73,102.670625,0.38,0.13625
C11533,364,53714.62,147.56763736263736,0.88,0.1498901098901099
C11662,10,1900.3899999999999,190.039,0.62,0.242
C06552,122,15028.51,123.18450819672131,0.52,0.14704918032786887
C06800,34,4194.7,123.37352941176471,0.9,0.17647058823529413
C00642,425,51191.58,120.45077647058824,0.78,0.15350588235294116
C04352,209,41036.159999999996,196.34526315789472,0.82,0.19631578947368422
C01706,37,4429.11,119.70567567567566,0.43,0.13324324324324324
C03532,202,18901.05,93.56955445544554,0.6,0.12801980198019802
C05120,5,2514.45,502.89,0.31,0.21800000000000003
C10873,75,44783.36,597.1114666666667,0.4,0.12133333333333333
C07847,367,47388.090000000004,129.12286103542235,0.84,0.14051771117166212
C08460,89,11112.29,124.85719101123597,0.52,0.1403370786516854
C10386,41,9862.3,240.54390243902438,0.32,0.12341463414634148
C04157,16,1390.02,86.87625,0.86,0.349375
C13328,98,21135.07,215.66397959183672,0.85,0.27030612244897956
C01855,253,57568.75,227.54446640316206,0.91,0.20134387351778654
C09064,53,8834.05,166.68018867924528,0.9,0.18433962264150944
C03201,9,275.82,30.646666666666665,0.31,0.09333333333333334
C09274,315,72204.13,229.21946031746035,0.95,0.2467936507936508
C04248,234,10733.6,45.87008547008547,0.89,0.2242735042735043
C06388,20,1582.41,79.1205,0.31,0.15250000000000002
C12321,11,990.07,90.00636363636364,0.79,0.3727272727272727
C04548,34,7199.47,211.74911764705882,0.45,0.15058823529411766
C07336,12,1475.29,122.94083333333333,0.84,0.34249999999999997
C09608,25,2701.56,108.0624,0.65,0.14600000000000002
C00509,27,2767.89,102.51444444444444,0.89,0.17629629629629628
C03299,191,23476.34,122.91277486910995,0.89,0.17293193717277489
C11319,40,1384.65,34.61625,0.74,0.144
C10946,1,49.96,49.96,0.16,0.16
C07954,28,2834.83,101.24392857142857,0.51,0.12214285714285714
C00522,8,941.84,117.73,0.34,0.13875
C03042,79,11421.29,144.57329113924052,0.87,0.27329113924050635
C12626,74,14292.37,193.14013513513515,0.87,0.16932432432432432
C05576,9,1144.49,127.16555555555556,0.2,0.09111111111111111
C11362,58,7835.01,135.08637931034482,0.43,0.1110344827586207
C13117,8,889.91,111.23875,0.09,0.045
C06840,123,9453.92,76.86113821138211,0.9,0.18617886178861787
C02708,22,1795.99,81.6359090909091,0.35,0.11863636363636364
C05393,5,627.08,125.41600000000001,0.32,0.22000000000000003
C13408,26,1280.23,49.239615384615384,0.5,0.1473076923076923
C01782,123,34289.11,278.7732520325203,0.97,0.19235772357723577
C08780,4,579.53,144.8825,0.76,0.2575
C00779,198,19007.79,95.9989393939394,0.85,0.14186868686868687
C09795,75,6801.42,90.68560000000001,0.54,0.1524
C06681,13,1303.55,100.27307692307691,0.35,0.09461538461538462
C10015,26,6048.32,232.62769230769229,0.79,0.21384615384615382
C03933,314,62212.81,198.12996815286624,0.91,0.20528662420382168
C11872,7,2053.82,293.40285714285716,0.38,0.1042857142857143
C00081,50,7628.29,152.5658,0.41,0.1376
C03696,156,20425.47,130.9325,0.83,0.1312179487179487
C11726,2,138.35,69.175,0.38,0.20500000000000002
C10365,49,9481.28,193.49551020408165,0.47,0.13224489795918368
C12826,21,2175.54,103.59714285714286,0.53,0.19285714285714284
C08240,7,585.57,83.65285714285714,0.25,0.16142857142857142
C01002,202,11359.2,56.233663366336636,0.93,0.2002970297029703
C05820,92,8402.49,91.33141304347826,0.76,0.15358695652173915
C03449,23,3826.73,166.3795652173913,0.89,0.18434782608695652
C09733,93,8335.04,89.62408602150539,0.52,0.1293548387096774
C07626,75,23355.3,311.404,0.8,0.15853333333333333
C02780,695,95624.57,137.589309352518,0.93,0.14427338129496403
C06873,31,5616.37,181.1732258064516,0.68,0.14225806451612905
C06438,139,28341.25,203.89388489208633,0.95,0.1359712230215827
C04281,2,174.95999999999998,87.47999999999999,0.65,0.42000000000000004
C10227,1,16.28,16.28,0.14,0.14
C01661,12,1951.51,162.62583333333333,0.27,0.13583333333333333
C00386,72,12076.19,167.72486111111112,0.77,0.1825
C03061,23,1962.56,85.3286956521739,0.46,0.13434782608695653
