transaction_id,device_key
3005755,mobile|SAMSUNG SM-G892A Build/NRD90M
3000234,desktop|UNKNOWN
3006381,mobile|M4 SS4457 Build/MRA58K
3006422,desktop|Windows
3002655,mobile|SM-G955U Build/NRD90M
3013309,desktop|MacOS
3009845,desktop|Windows
3013320,mobile|SM-G610M Build/MMB29K
3009840,desktop|Windows
3013307,desktop|Windows
3009843,desktop|Windows
3002694,mobile|UNKNOWN
3002696,desktop|UNKNOWN
3006430,mobile|SAMSUNG SM-G935F Build/NRD90M
3002700,desktop|Windows
3002703,desktop|Windows
3009878,desktop|Windows
3013348,desktop|UNKNOWN
3006469,desktop|Trident/7.0
3013361,mobile|UNKNOWN
3002732,desktop|UNKNOWN
3006498,desktop|Trident/7.0
3013353,desktop|UNKNOWN
3009923,desktop|Windows
3006475,desktop|UNKNOWN
3002753,desktop|Windows
3009921,desktop|UNKNOWN
3013356,desktop|UNKNOWN
3006482,desktop|MacOS
3006481,mobile|SM-G610M Build/MMB29K
3006467,desktop|MacOS
3013358,desktop|UNKNOWN
3000265,desktop|Windows
3013350,mobile|XT1635-01
3009924,desktop|Windows
3013415,mobile|iOS Device
3002775,desktop|Windows
3013406,desktop|MacOS
3002778,desktop|Windows
3002784,desktop|rv:56.0
3006545,mobile|SM-G950U Build/NRD90M
3013421,desktop|Windows
3000291,desktop|UNKNOWN
3013408,desktop|UNKNOWN
3009941,desktop|MacOS
3009948,desktop|UNKNOWN
3002790,desktop|Windows
3002792,desktop|Windows
3002796,mobile|VS500
3013387,mobile|CAM-L03 Build/HUAWEICAM-L03
3000284,mobile|RCT6303W87M7 Build/MRA58K
3010006,mobile|M4 SS4451 Build/LMY47D
3013464,desktop|UNKNOWN
3002808,desktop|Windows
3002809,mobile|iOS Device
3002818,mobile|iOS Device
3010000,desktop|Windows
3002840,mobile|KFFOWI Build/LVY48F
3002828,mobile|KFFOWI Build/LVY48F
3002820,mobile|KFFOWI Build/LVY48F
3013479,mobile|iOS Device
3013451,mobile|iOS Device
3002825,mobile|UNKNOWN
3002810,desktop|rv:56.0
3002826,desktop|UNKNOWN
3002829,mobile|Moto E (4) Build/NMA26.42-19
3002839,mobile|SAMSUNG
3006568,mobile|SM-G930V Build/NRD90M
3013477,mobile|E2306 Build/26.3.A.1.33
3006594,desktop|UNKNOWN
3002851,desktop|Windows
3006602,mobile|UNKNOWN
3010051,desktop|Windows
3002858,desktop|MacOS
3002860,mobile|Ilium L910 Build/MRA58K
3006614,desktop|Windows
3002857,desktop|Windows
3002871,mobile|iOS Device
3002872,desktop|Windows
3002879,mobile|SM-J700M Build/MMB29K
3000312,desktop|Windows
3010074,desktop|Windows
3002886,desktop|Windows
3002877,desktop|MacOS
3013537,mobile|GT-I9300
3000317,desktop|Windows
3002895,desktop|Windows
3010066,desktop|Windows
3013535,desktop|Windows
3002896,mobile|iOS Device
3002898,mobile|LG-H420 Build/LRX21Y
3002902,desktop|Windows
3013545,desktop|UNKNOWN
3010078,desktop|Windows NT 6.2
3002909,mobile|XT1032 Build/LPBS23.13-56-2
3002911,desktop|Windows
3002925,mobile|GT-I9060M Build/KTU84P
3010111,mobile|UNKNOWN
3002918,mobile|UNKNOWN
3002932,desktop|UNKNOWN
3006693,desktop|Trident/7.0
3013574,desktop|Trident/7.0
3006698,mobile|UNKNOWN
3002927,mobile|iOS Device
3002958,desktop|UNKNOWN
3013595,desktop|Trident/7.0
3002952,desktop|Windows
3013582,mobile|iOS Device
3002956,desktop|Windows
3002957,desktop|rv:38.0
3006707,mobile|Moto G (4) Build/NPJS25.93-14-10
3013622,mobile|iOS Device
3002965,mobile|UNKNOWN
3002967,mobile|iOS Device
3013619,desktop|Windows
3002991,desktop|Windows
3000400,mobile|iOS Device
3002983,mobile|iOS Device
3003004,mobile|iOS Device
3002995,desktop|Windows
3003005,desktop|Windows
3010151,desktop|Windows
3013648,mobile|Blade V6 Plus Build/MRA58K
3000447,mobile|Blade V6 Plus Build/MRA58K
3010165,desktop|Windows
3003026,mobile|SM-J700M Build/MMB29K
3006747,mobile|SM-G530T
3003049,mobile|LGMP260 Build/NRD90U
3010194,mobile|iOS Device
3013684,mobile|iOS Device
3006776,desktop|Windows
3013691,desktop|Windows
3013693,desktop|Windows
3003073,mobile|SM-E500M Build/KTU84P
3010211,mobile|iOS Device
3003084,desktop|Windows
3003093,desktop|Windows
3003082,desktop|Windows
3003085,desktop|Trident/7.0
3006813,mobile|SAMSUNG SM-G950U Build/NRD90M
3006808,desktop|Windows
3006811,desktop|Windows
3006830,desktop|Windows
3003129,desktop|UNKNOWN
3006837,desktop|Windows
3010241,desktop|Trident/7.0
3006833,desktop|Windows
3006844,mobile|iOS Device
3006846,mobile|iOS Device
3013760,desktop|Windows
3010282,desktop|rv:11.0
3003160,desktop|MacOS
3006865,desktop|Windows
3013799,desktop|Windows
3003172,desktop|Windows
3006861,desktop|Windows
3010308,mobile|iOS Device
3003187,mobile|UNKNOWN
3006886,desktop|Windows
3010299,mobile|iOS Device
3003212,desktop|Trident/7.0
3013798,desktop|Windows
3013811,desktop|Windows
3010297,desktop|MacOS
3003220,desktop|rv:57.0
3013801,desktop|Windows
3003232,desktop|MacOS
3013819,desktop|Windows
3000581,desktop|MacOS
3010357,mobile|SM-G920I Build/NRD90M
3013831,desktop|Windows
3010340,desktop|Windows
3006948,desktop|Windows
3003260,desktop|MacOS
3003286,mobile|iOS Device
3000645,desktop|Trident/7.0
3003287,desktop|Windows
3010386,desktop|Windows
3010427,desktop|Windows
3003314,desktop|Windows
3003316,desktop|Windows
3003319,desktop|Windows
3007006,mobile|UNKNOWN
3000693,desktop|Trident/7.0
3000683,mobile|iOS Device
3003332,mobile|iOS Device
3003330,desktop|rv:11.0
3006992,desktop|Windows
3003331,mobile|iOS Device
3003310,desktop|Windows
3003334,mobile|iOS Device
3003335,desktop|rv:11.0
3000694,mobile|iOS Device
3007035,desktop|Trident/7.0
3003350,mobile|iOS Device
3013929,mobile|iOS Device
3003348,desktop|Trident/7.0
3010470,desktop|Windows
3003351,desktop|Windows
3003352,desktop|Windows
3010451,desktop|Windows
3010513,desktop|Windows
3003372,mobile|SAMSUNG SM-G950U Build/NRD90M
3003355,desktop|Windows
3003359,mobile|SAMSUNG SM-G950U Build/NRD90M
3003358,mobile|UNKNOWN
3013930,desktop|Windows
3007030,desktop|Windows
3003365,desktop|Windows
3013991,desktop|Windows
3003375,desktop|MacOS
3003361,desktop|Trident/7.0
3003388,desktop|Windows
3003389,desktop|Windows
3010495,desktop|Windows
3007057,desktop|Windows
3007099,desktop|Windows
3003407,desktop|rv:11.0
3003418,desktop|Windows
3000722,desktop|MacOS
3003481,mobile|SAMSUNG SM-G950U Build/NRD90M
3013981,mobile|SAMSUNG SM-G950U Build/NRD90M
3003436,mobile|iOS Device
3003437,desktop|UNKNOWN
3000769,desktop|MacOS
3003424,desktop|Windows
3003444,mobile|iOS Device
3010580,desktop|Windows
3010553,desktop|Windows
3003468,desktop|MacOS
3003472,desktop|Windows
3003473,desktop|Windows
3003475,desktop|Windows
3003476,desktop|Windows
3014041,desktop|Windows
3003483,desktop|Trident/7.0
3003485,desktop|UNKNOWN
3010558,desktop|Windows
3000784,mobile|iOS Device
3003509,desktop|UNKNOWN
3003513,desktop|UNKNOWN
3010633,desktop|rv:11.0
3003518,mobile|iOS Device
3003521,desktop|UNKNOWN
3000768,desktop|Windows
3010606,desktop|Windows
3003535,desktop|UNKNOWN
3007253,desktop|Windows
3010595,desktop|UNKNOWN
3003556,mobile|UNKNOWN
3003567,desktop|Windows
3007268,desktop|Trident/7.0
3007280,desktop|Windows
3010680,desktop|rv:57.0
3000862,desktop|Windows
3010639,desktop|Windows
3000813,desktop|Windows
3014184,desktop|Windows
3003600,desktop|Trident/7.0
3010654,mobile|UNKNOWN
3003607,mobile|SAMSUNG SM-J327T Build/NRD90M
3014231,desktop|Windows
3007251,desktop|Trident/7.0
3003618,desktop|rv:52.0
3014142,desktop|MacOS
3000895,desktop|MacOS
3003616,mobile|iOS Device
3007285,mobile|SM-G900H Build/MMB29K
3010712,desktop|Windows
3007343,mobile|TRT-L53 Build/HUAWEITRT-L53
3007269,desktop|Windows
3010723,desktop|rv:57.0
3003661,desktop|Windows
3003665,mobile|iOS Device
3010720,desktop|rv:11.0
3014273,mobile|iOS Device
3014183,mobile|Android 6.0.1
3003685,mobile|iOS Device
3003695,mobile|iOS Device
3010818,mobile|iOS Device
3000876,desktop|Windows
3010759,desktop|Trident/7.0
3003704,mobile|iOS Device
3010741,desktop|rv:11.0
3007428,desktop|MacOS
3000943,desktop|UNKNOWN
3000942,desktop|Trident/7.0
3010788,desktop|Windows
3014251,mobile|iOS Device
3014252,mobile|iOS Device
3010853,mobile|iOS Device
3014302,desktop|Windows
3014292,desktop|MacOS
3010764,mobile|SM-J700M Build/MMB29K
3003747,desktop|Windows
3000922,desktop|Windows
3003754,mobile|iOS Device
3003776,desktop|Windows
3003771,desktop|Windows
3003777,desktop|Windows
3003779,mobile|Moto G Play Build/MPIS24.241-15.3-26
3010792,mobile|iOS Device
3003782,desktop|Windows
3003783,desktop|Windows
3003784,desktop|Trident/7.0
3003802,desktop|Windows
3014445,desktop|MacOS
3010894,desktop|Trident/7.0
3014442,desktop|MacOS
3003821,mobile|iOS Device
3003822,desktop|Windows
3003758,desktop|UNKNOWN
3010895,desktop|Windows
3014359,desktop|MacOS
3003839,desktop|UNKNOWN
3003841,desktop|Windows
3010901,desktop|UNKNOWN
3003832,desktop|Windows
3010914,desktop|Windows
3010864,desktop|Windows
3010955,desktop|Windows
3010936,desktop|Windows
3010950,desktop|Windows
3010872,desktop|Windows
3010976,desktop|Windows
3010880,desktop|Windows
3010967,desktop|Windows
3014406,desktop|MacOS
3010919,desktop|Windows
3003885,mobile|Nexus 6P Build/OPR5.170623.011
3003886,desktop|MacOS
3007556,desktop|Trident/7.0
3007495,desktop|rv:56.0
3003920,desktop|Windows
3003925,mobile|UNKNOWN
3001002,desktop|Windows
3003930,mobile|iOS Device
3010981,desktop|MacOS
3003932,desktop|Windows
3014569,desktop|Windows
3007641,desktop|MacOS
3014582,desktop|Windows
3014564,desktop|Windows
3003949,desktop|Trident/7.0
3007569,desktop|Windows
3001041,desktop|Windows
3014538,desktop|Windows
3003973,desktop|Trident/7.0
3007607,desktop|Windows
3001039,desktop|Windows
3014622,desktop|MacOS
3011016,desktop|Windows
3004024,desktop|Windows
3014623,desktop|Windows
3004032,desktop|MacOS
3001089,mobile|iOS Device
3004037,desktop|UNKNOWN
3004070,desktop|Trident/7.0
3014706,mobile|SGP521
3014670,desktop|UNKNOWN
3004040,desktop|Windows
3004097,mobile|VS988 Build/NRD90U
3004045,desktop|Windows
3014708,desktop|Windows
3004030,mobile|iOS Device
3011098,desktop|rv:11.0
3004058,desktop|Trident/7.0
3004059,desktop|UNKNOWN
3014611,mobile|SM-G531H Build/LMY48B
3007713,desktop|Windows
3011143,desktop|Windows
3004081,desktop|Trident/7.0
3014761,desktop|UNKNOWN
3014721,mobile|iOS Device
3004079,desktop|UNKNOWN
3001092,desktop|Trident/7.0
3004084,desktop|UNKNOWN
3007791,desktop|Windows
3001116,desktop|MacOS
3011068,mobile|Moto C Build/NRD90M.063
3004119,desktop|MacOS
3001098,desktop|MacOS
3011110,mobile|LG-K410 Build/LRX22G
3004113,desktop|Trident/7.0
3004061,desktop|Windows
3014805,desktop|Trident/7.0
3004128,desktop|Windows
3004132,desktop|Windows
3004139,desktop|MacOS
3004141,desktop|Windows
3001160,mobile|iOS Device
3011169,desktop|Windows
3014749,desktop|Trident/7.0
3004134,desktop|Trident/7.0
3014747,desktop|Windows
3004123,desktop|Windows
3007806,desktop|Trident/7.0
3004176,desktop|MacOS
3004096,desktop|Windows
3014739,mobile|iOS Device
3007782,desktop|Windows
3004197,mobile|SM-G935F Build/MMB29K
3004266,desktop|Windows
3011215,mobile|iOS Device
3004209,mobile|UNKNOWN
3004189,desktop|Windows
3007781,desktop|Windows
3014872,desktop|UNKNOWN
3011213,desktop|Windows
3011225,mobile|Moto C Plus Build/NRD90M.05.022
3007869,desktop|Trident/7.0
3004240,mobile|LG-X180g Build/LMY47I
3004244,mobile|UNKNOWN
3004245,desktop|Windows
3001176,desktop|Windows
3014921,desktop|Trident/7.0
3014938,mobile|iOS Device
3004258,mobile|iOS Device
3004259,desktop|Windows
3001172,desktop|Windows
3011187,desktop|MacOS
3011180,desktop|Windows
3011273,mobile|UNKNOWN
3004279,mobile|SM-G925P Build/NRD90M
3011284,mobile|UNKNOWN
3004284,desktop|Windows
3011265,mobile|UNKNOWN
3004294,mobile|es-us
3004296,mobile|iOS Device
3011236,desktop|Windows
3004300,desktop|Windows
3004303,mobile|iOS Device
3007874,mobile|iOS Device
3014896,desktop|Windows
3011335,mobile|UNKNOWN
3011278,desktop|Windows
3011326,desktop|Windows
3014918,desktop|Windows
3001276,desktop|Windows
3001225,mobile|UNKNOWN
3011295,desktop|MacOS
3011337,desktop|Windows
3014983,desktop|Windows
3004285,desktop|Windows
3004342,desktop|Windows
3004343,desktop|Windows
3004344,desktop|Windows
3004354,desktop|Trident/7.0
3004314,mobile|UNKNOWN
3015022,desktop|Windows
3011350,desktop|Windows
3001287,desktop|MacOS
3004357,desktop|Windows
3008020,desktop|Windows
3015006,desktop|MacOS
3011389,desktop|Windows
3015032,desktop|Windows
3001327,mobile|iOS Device
3004407,mobile|iOS Device
3004413,desktop|Windows
3008041,desktop|MacOS
3011370,desktop|Windows
3004431,desktop|Windows
3004433,desktop|UNKNOWN
3007991,desktop|MacOS
3004437,desktop|Windows
3011359,desktop|MacOS
3008093,mobile|SM-G920V Build/NRD90M
3011454,mobile|SM-G935T Build/NRD90M
3001297,desktop|Trident/7.0
3011455,mobile|SM-G935T Build/NRD90M
3004458,mobile|Moto E (4) Plus Build/NMA26.42-69
3004425,desktop|Trident/7.0
3011426,desktop|Trident/7.0
3008118,desktop|Windows
3004499,mobile|SM-G930V Build/NRD90M
3004467,desktop|Windows
3004473,mobile|iOS Device
3015170,desktop|Windows
3001335,desktop|MacOS
3004483,desktop|Windows
3004485,desktop|Windows
3004500,mobile|iOS Device
3011508,desktop|Windows
3004532,mobile|iOS Device
3011483,desktop|MacOS
3011507,mobile|UNKNOWN
3008106,desktop|Windows
3004524,desktop|Windows
3004556,mobile|iOS Device
3001393,desktop|Windows
3008104,desktop|Windows
3004599,desktop|Windows
3004544,desktop|Windows
3008181,desktop|Windows
3008169,desktop|Windows
3015283,mobile|iOS Device
3008109,desktop|Windows
3004569,desktop|rv:11.0
3001384,desktop|Trident/7.0
3008127,desktop|Windows
3004580,desktop|Windows
3001402,mobile|Blade V6 Plus Build/MRA58K
3004561,desktop|Windows
3004639,mobile|iOS Device
3015343,desktop|UNKNOWN
3004584,desktop|Windows
3001411,desktop|Windows
3011514,mobile|UNKNOWN
3011510,desktop|rv:52.0
3011574,desktop|Trident/7.0
3008179,desktop|Trident/7.0
3004647,desktop|Trident/7.0
3008267,mobile|iOS Device
3011606,desktop|Windows
3004655,desktop|Windows
3008184,mobile|iOS Device
3004662,desktop|Windows
3011568,desktop|Windows
3011610,desktop|Windows
3011590,desktop|Windows
3004742,desktop|Windows
3004688,desktop|Windows
3004692,desktop|Windows
3008314,desktop|Windows
3004693,desktop|Trident/7.0
3004734,mobile|KFFOWI Build/LVY48F
3004711,mobile|KFFOWI Build/LVY48F
3004746,mobile|KFFOWI Build/LVY48F
3008239,desktop|Windows
3008231,desktop|Windows
3004752,mobile|SM-G925W8
3015389,desktop|Windows
3011607,desktop|UNKNOWN
3008339,mobile|M4 SS4451 Build/LMY47D
3004731,mobile|iOS Device
3015440,mobile|iOS Device
3015470,desktop|Trident/7.0
3011665,desktop|rv:48.0
3004747,desktop|Windows
3004740,desktop|MacOS
3001518,desktop|Windows
3004774,desktop|Windows
3004772,mobile|SAMSUNG-SM-G930A Build/NRD90M
3015495,desktop|Windows
3004773,mobile|iOS Device
3001501,mobile|iOS Device
3015493,desktop|Windows
3004730,desktop|Windows
3011676,desktop|MacOS
3011704,desktop|Windows
3015446,mobile|iOS Device
3015518,mobile|iOS Device
3011682,desktop|Windows
3015468,mobile|iOS Device
3004811,desktop|Windows
3008345,desktop|MacOS
3004814,desktop|Windows
3015479,desktop|Windows
3004817,mobile|iOS Device
3004818,desktop|Windows
3001514,desktop|MacOS
3004823,desktop|Windows
3001538,desktop|rv:57.0
3011709,desktop|Windows
3001526,desktop|Windows
3008377,desktop|rv:56.0
3015553,desktop|Trident/7.0
3004802,mobile|iOS Device
3004910,mobile|iOS Device
3011825,desktop|Windows
3001555,desktop|Windows
3004864,desktop|Windows
3004821,desktop|MacOS
3001563,desktop|Windows
3004936,desktop|Windows
3008420,desktop|Windows
3004882,desktop|Windows
3011852,mobile|SAMSUNG
3004887,desktop|Windows
3011813,desktop|Windows
3004895,mobile|iOS Device
3015596,desktop|Windows
3015643,mobile|HTC One M9 Build/NRD90M
3004927,mobile|UNKNOWN
3004931,desktop|Windows
3015568,desktop|UNKNOWN
3001639,desktop|Windows
3001574,desktop|Windows
3001634,desktop|Trident/7.0
3005001,desktop|Trident/7.0
3001635,desktop|rv:11.0
3011843,desktop|Windows
3001590,desktop|rv:57.0
3004956,desktop|Windows
3004975,desktop|Windows
3008558,desktop|MacOS
3004986,desktop|Windows
3008573,desktop|Windows
3004993,desktop|Windows
3004918,desktop|Windows
3011859,desktop|UNKNOWN
3008513,desktop|Windows
3011897,desktop|UNKNOWN
3005074,desktop|Windows
3001628,desktop|Windows
3011854,desktop|UNKNOWN
3008575,desktop|Windows
3001646,desktop|MacOS
3005011,desktop|UNKNOWN
3001668,desktop|rv:11.0
3001645,desktop|Windows
3005017,desktop|Windows
3008617,mobile|iOS Device
3005052,mobile|7055A Build/KVT49L
3015712,desktop|Windows
3001633,mobile|iOS Device
3008580,desktop|Windows
3015722,mobile|Moto G Play Build/MPIS24.241-15.3-7
3005079,mobile|iOS Device
3005080,desktop|UNKNOWN
3008624,desktop|Trident/7.0
3011903,desktop|Windows
3011919,mobile|UNKNOWN
3001694,desktop|Windows
3011943,desktop|MacOS
3005094,desktop|Windows
3011986,mobile|UNKNOWN
3005098,desktop|Windows
3005140,desktop|Trident/7.0
3005050,desktop|Trident/7.0
3001719,desktop|Trident/7.0
3005111,desktop|Windows
3015774,desktop|Windows
3005138,mobile|SM-T810 Build/NRD90M
3011939,desktop|Windows
3011966,desktop|Trident/7.0
3011994,desktop|Trident/7.0
3015801,mobile|iOS Device
3011971,mobile|iOS Device
3015870,desktop|Windows
3012010,mobile|iOS Device
3005125,desktop|UNKNOWN
3005160,desktop|Windows
3015824,desktop|Trident/7.0
3015860,mobile|UNKNOWN
3005165,desktop|Windows
3008742,desktop|Windows
3012063,mobile|iOS Device
3008766,desktop|Windows
3005173,desktop|Windows
3005194,desktop|Windows
3012055,desktop|Windows
3005207,mobile|iOS Device
3005219,mobile|iOS Device
3005221,desktop|Windows
3001740,desktop|Windows
3015841,desktop|Windows
3008756,desktop|UNKNOWN
3005227,desktop|UNKNOWN
3005229,desktop|Windows
3008701,desktop|Windows
3005234,desktop|Trident/7.0
3008833,desktop|Windows
3005236,desktop|Windows
3012078,desktop|MacOS
3015904,mobile|iOS Device
3005249,mobile|iOS Device
3001753,desktop|MacOS
3001798,desktop|MacOS
3008830,desktop|UNKNOWN
3001772,desktop|MacOS
3005260,desktop|MacOS
3005266,desktop|Windows
3005261,desktop|Trident/7.0
3005274,mobile|iOS Device
3005268,mobile|iOS Device
3008757,mobile|iOS Device
3015897,desktop|UNKNOWN
3001769,desktop|rv:51.0
3005288,mobile|iOS Device
3016026,mobile|iOS Device
3012191,desktop|Trident/7.0
3001796,desktop|Windows
3005305,mobile|iOS Device
3005277,mobile|SAMSUNG
3005320,desktop|Windows
3005323,desktop|Windows
3012203,mobile|UNKNOWN
3005346,mobile|iOS Device
3016034,desktop|Windows
3012197,desktop|Trident/7.0
3005388,desktop|Windows
3016100,desktop|Windows
3005365,mobile|iOS Device
3005427,desktop|MacOS
3005397,desktop|UNKNOWN
3012200,desktop|Windows
3016078,desktop|UNKNOWN
3008943,mobile|SAMSUNG SM-J327T Build/NRD90M
3009007,mobile|SAMSUNG SM-J327T Build/NRD90M
3001846,desktop|Windows
3001887,desktop|Windows
3005450,desktop|UNKNOWN
3005457,desktop|Windows
3016145,desktop|UNKNOWN
3012262,desktop|Windows
3005483,desktop|UNKNOWN
3009078,desktop|Windows
3005540,desktop|Trident/7.0
3016161,desktop|Windows
3005514,desktop|UNKNOWN
3005515,desktop|Trident/7.0
3005523,desktop|UNKNOWN
3009025,desktop|UNKNOWN
3009046,mobile|iOS Device
3005532,desktop|rv:48.0
3005533,mobile|UNKNOWN
3005535,desktop|rv:48.0
3001959,mobile|iOS Device
3001918,mobile|iOS Device
3005539,desktop|Windows
3005542,desktop|UNKNOWN
3009120,desktop|Windows
3001969,desktop|Windows
3001958,mobile|UNKNOWN
3009083,mobile|SM-N910V Build/MMB29M
3005570,mobile|iOS Device
3005645,desktop|Windows
3005650,desktop|Windows
3005581,desktop|Windows
3005583,desktop|Windows
3012375,desktop|Windows
3012387,desktop|Windows
3001968,desktop|Windows
3001957,mobile|UNKNOWN
3005603,desktop|Windows
3005622,desktop|Windows
3005612,desktop|Windows
3005614,desktop|Windows
3001949,mobile|iOS Device
3005604,desktop|MacOS
3009185,mobile|UNKNOWN
3012490,desktop|UNKNOWN
3016333,mobile|LG-K410 Build/LRX22G
3005640,desktop|Windows
3001990,mobile|iOS Device
3009183,desktop|Windows
3001961,desktop|MacOS
3002022,desktop|Windows
3009218,desktop|Windows
3005662,mobile|iOS Device
3005676,mobile|iOS Device
3001984,mobile|UNKNOWN
3001999,mobile|iOS Device
3005672,desktop|Windows
3012528,mobile|UNKNOWN
3005686,desktop|Windows
3005694,mobile|UNKNOWN
3005704,desktop|Windows
3005705,mobile|iOS Device
3005706,mobile|UNKNOWN
3002024,desktop|Windows
3005709,mobile|SM-G930T Build/NRD90M
3005721,mobile|UNKNOWN
3005731,mobile|UNKNOWN
3002019,desktop|UNKNOWN
3016412,desktop|rv:11.0
3016362,desktop|UNKNOWN
3005756,desktop|Windows
3012612,mobile|Moto G Play Build/MPIS24.241-15.3-7
3002039,mobile|SAMSUNG
3005753,desktop|Trident/7.0
3016418,desktop|Windows
3002010,desktop|Windows
3002069,mobile|SAMSUNG
3005761,mobile|UNKNOWN
3016347,mobile|LG-H870 Build/NRD90U
