TransactionID,id_01,id_02,id_03,id_04,id_05,id_06,id_12,id_13,id_14,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
3002207,0.0,32876.0,2.0,0.0,2.0,0.0,Found,,-300.0,Mac OS X 10_12_6,chrome 62.0,24.0,2880x1800,match_status:2,T,F,T,T,desktop,MacOS
3005924,-10.0,175789.0,0.0,0.0,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3002220,-5.0,68343.0,0.0,0.0,1.0,0.0,NotFound,52.0,-300.0,Windows 10,edge 16.0,24.0,1920x1200,match_status:2,T,F,T,T,desktop,Windows
3002217,-5.0,110477.0,,,0.0,-5.0,NotFound,49.0,-300.0,Mac OS X 10_13_1,safari generic,24.0,2560x1600,match_status:2,T,F,F,F,desktop,MacOS
3002193,-5.0,157470.0,0.0,0.0,0.0,-5.0,Found,49.0,-300.0,Mac OS X 10_13_1,safari generic,24.0,2560x1600,match_status:2,T,F,F,F,desktop,MacOS
3005912,-5.0,127488.0,,,2.0,-11.0,NotFound,49.0,-360.0,iOS 11.1.0,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,F,mobile,iOS Device
3002229,-5.0,123916.0,,,0.0,0.0,NotFound,49.0,-300.0,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
3002221,-5.0,55836.0,,,0.0,0.0,NotFound,52.0,-300.0,Windows 10,chrome 62.0,24.0,1024x768,match_status:2,T,F,T,F,desktop,Windows
3002288,0.0,124221.0,,,0.0,0.0,NotFound,,-300.0,Windows 10,edge 14.0,24.0,1366x768,match_status:2,T,T,T,T,desktop,Windows
3006015,0.0,113499.0,,,0.0,0.0,NotFound,,-300.0,iOS 11.1.2,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,T,T,mobile,iOS Device
3006010,0.0,79656.0,,,0.0,0.0,NotFound,,-300.0,Android,chrome 56.0 for android,32.0,1280x720,match_status:2,T,F,T,T,mobile,Z970
3009425,-5.0,15464.0,0.0,0.0,4.0,-44.0,Found,55.0,-300.0,Android,chrome 62.0,32.0,2560x1440,match_status:2,T,F,T,T,mobile,
3012888,-5.0,363527.0,,,0.0,0.0,NotFound,52.0,,,firefox 57.0,,,,F,F,T,T,desktop,Windows
3002280,-20.0,157297.0,,,,,NotFound,49.0,,,mobile safari 11.0,,,,F,F,F,T,mobile,
3012850,-5.0,302597.0,,,0.0,0.0,NotFound,52.0,,,firefox 57.0,,,,F,F,T,T,desktop,Windows
3002286,-5.0,211439.0,,,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3000065,0.0,77852.0,,,0.0,0.0,NotFound,,-300.0,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,T,mobile,iOS Device
3009462,0.0,49347.0,,,0.0,0.0,NotFound,,-300.0,iOS 11.0.3,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,T,T,mobile,iOS Device
3002290,-20.0,146516.0,,,0.0,0.0,NotFound,49.0,,,mobile safari 11.0,,,,F,F,F,T,mobile,
3002249,-5.0,84798.0,,,4.0,0.0,NotFound,49.0,-480.0,iOS 11.1.2,mobile safari 11.0,32.0,2001x1125,match_status:1,T,F,F,T,mobile,iOS Device
3009485,-5.0,86577.0,0.0,0.0,6.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3002278,0.0,163246.0,0.0,0.0,0.0,0.0,NotFound,,-360.0,Android 7.0,chrome 62.0 for android,32.0,,match_status:2,T,F,T,T,mobile,SM-N920V Build/NRD90M
3000102,-5.0,52546.0,,,0.0,0.0,NotFound,49.0,-300.0,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
3005969,0.0,169947.0,0.0,0.0,3.0,0.0,NotFound,,,,chrome 54.0 for android,,,,F,F,T,T,mobile,Redmi Note 4 Build/MMB29M
3005996,0.0,222455.0,0.0,0.0,0.0,0.0,NotFound,43.0,,,chrome 54.0 for android,,,,F,F,T,T,mobile,Redmi Note 4 Build/MMB29M
3006014,0.0,271870.0,0.0,0.0,3.0,0.0,NotFound,43.0,,,chrome 54.0 for android,,,,F,F,T,T,mobile,Redmi Note 4 Build/MMB29M
3000075,-5.0,154042.0,,,1.0,0.0,NotFound,49.0,-300.0,iOS 11.1.2,mobile safari uiwebview,32.0,2048x1536,,T,F,F,T,mobile,iOS Device
3002334,-5.0,133082.0,0.0,0.0,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3002338,-5.0,104033.0,0.0,0.0,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3012896,-20.0,87090.0,,,21.0,-33.0,NotFound,49.0,,,mobile safari 11.0,,,,F,F,F,T,mobile,
3009473,-5.0,547674.0,,,7.0,-29.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3002343,0.0,34648.0,,,0.0,0.0,NotFound,,-300.0,iOS 11.1.2,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,T,T,mobile,iOS Device
3002381,-5.0,235745.0,,,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3002348,0.0,42969.0,0.0,0.0,0.0,0.0,Found,,-300.0,iOS 11.1.2,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,T,T,mobile,iOS Device
3000128,-5.0,95459.0,,,0.0,0.0,NotFound,52.0,-300.0,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
3002351,-5.0,67018.0,,,0.0,-1.0,NotFound,49.0,-480.0,iOS 11.1.0,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3009484,0.0,95044.0,0.0,0.0,0.0,0.0,NotFound,,-300.0,Mac OS X 10_9_5,chrome,24.0,1440x900,match_status:2,T,T,T,T,desktop,MacOS
3002360,-5.0,80312.0,0.0,0.0,0.0,0.0,NotFound,52.0,-300.0,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3006062,-5.0,269062.0,,,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3009581,0.0,170760.0,,,0.0,0.0,NotFound,,,,safari generic,,,,F,F,T,T,desktop,
3000120,-20.0,258138.0,,,0.0,-1.0,NotFound,49.0,,,chrome 62.0 for ios,,,,F,F,F,F,mobile,
3006128,-15.0,104992.0,0.0,0.0,0.0,0.0,NotFound,20.0,,,chrome 62.0 for android,,,,F,F,T,T,mobile,Lenovo PB1-750M Build/S100
3002363,0.0,88077.0,,,1.0,0.0,NotFound,,-360.0,Mac OS X 10_13_1,safari generic,24.0,1600x900,,T,F,T,T,desktop,MacOS
3002393,-5.0,485513.0,0.0,0.0,0.0,0.0,NotFound,52.0,,,firefox 57.0,,,,F,F,T,T,desktop,Windows
3002397,-15.0,,,,,,NotFound,14.0,,,,,,,,,,,,
3000139,-5.0,91167.0,,,0.0,0.0,NotFound,52.0,-360.0,Windows 7,chrome 62.0,24.0,1366x768,,T,F,T,T,desktop,Windows
3013013,-5.0,214916.0,0.0,0.0,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3009610,-5.0,88570.0,,,1.0,0.0,NotFound,49.0,-360.0,iOS 11.1.2,mobile safari generic,32.0,2208x1242,match_status:2,T,F,T,F,mobile,iOS Device
3002408,-5.0,36268.0,,,0.0,0.0,NotFound,52.0,-480.0,Windows 8.1,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3009554,-5.0,134690.0,0.0,0.0,1.0,0.0,Found,49.0,-360.0,iOS 11.1.2,mobile safari generic,32.0,2208x1242,match_status:2,T,F,T,F,mobile,iOS Device
3009624,-5.0,155564.0,0.0,0.0,1.0,0.0,Found,49.0,-360.0,iOS 11.1.2,mobile safari generic,32.0,2208x1242,match_status:2,T,F,T,F,mobile,iOS Device
3002412,-5.0,614791.0,,,0.0,0.0,NotFound,49.0,-360.0,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
3009632,-5.0,214994.0,0.0,0.0,1.0,0.0,Found,49.0,-360.0,iOS 11.1.2,mobile safari generic,32.0,2208x1242,match_status:2,T,F,T,F,mobile,iOS Device
3009617,0.0,163133.0,,,0.0,0.0,NotFound,,,,chrome 62.0 for android,,,,F,F,T,T,mobile,LT22i Build/6.2.A.1.100
3002423,-5.0,88945.0,0.0,0.0,0.0,0.0,NotFound,49.0,-300.0,Mac OS X 10_11_6,safari generic,24.0,1440x900,match_status:2,T,F,T,F,desktop,MacOS
3002430,-5.0,153524.0,0.0,0.0,0.0,0.0,Found,49.0,-300.0,Mac OS X 10_11_6,safari generic,24.0,1440x900,match_status:2,T,F,T,F,desktop,MacOS
3009585,0.0,6300.0,0.0,0.0,0.0,-8.0,Found,,-300.0,iOS 11.0.3,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,T,T,mobile,iOS Device
3002476,-5.0,141271.0,,,9.0,-81.0,NotFound,52.0,-300.0,Windows 10,firefox,24.0,1440x900,match_status:2,T,F,T,F,desktop,rv:52.0
3013037,-20.0,381993.0,,,5.0,-13.0,NotFound,49.0,,,mobile safari 11.0,,,,F,F,F,T,mobile,
3002446,-5.0,70761.0,0.0,0.0,0.0,0.0,NotFound,49.0,-300.0,Mac OS X 10_11_6,safari generic,24.0,1440x900,match_status:2,T,F,T,F,desktop,MacOS
3002447,-5.0,108757.0,,,0.0,0.0,NotFound,49.0,-300.0,Mac OS X 10_13_1,safari generic,24.0,1366x768,match_status:2,T,F,F,T,desktop,MacOS
3002451,-20.0,324495.0,,,0.0,-5.0,NotFound,49.0,,,mobile safari 11.0,,,,F,F,F,T,mobile,
3009607,-5.0,561432.0,,,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,
3013025,0.0,131248.0,0.0,0.0,6.0,-10.0,NotFound,20.0,,,chrome 60.0 for android,,,,F,F,T,T,mobile,SM-G950U Build/NRD90M
3009649,0.0,68658.0,,,0.0,0.0,NotFound,,-360.0,Android 7.0,chrome 62.0 for android,32.0,2672x1440,match_status:2,T,F,T,T,mobile,LG-H872 Build/NRD90U
3002456,0.0,67872.0,,,0.0,0.0,NotFound,,-420.0,Mac,safari generic,24.0,1440x900,match_status:2,T,F,T,T,desktop,MacOS
3000156,0.0,60309.0,0.0,0.0,0.0,0.0,NotFound,,-300.0,Mac OS X 10_9_5,safari generic,24.0,1280x800,match_status:2,T,T,T,T,desktop,MacOS
3002458,0.0,228519.0,,,0.0,0.0,NotFound,20.0,,,chrome 62.0 for android,,,,F,F,T,T,mobile,LG-K500 Build/MMB29M
3002469,-5.0,78125.0,,,1.0,-1.0,NotFound,49.0,-300.0,iOS 10.3.3,mobile safari 10.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
3002470,-20.0,550210.0,,,0.0,-1.0,NotFound,49.0,,,mobile safari 11.0,,,,F,F,F,T,mobile,
3002484,-5.0,117984.0,,,0.0,0.0,NotFound,49.0,-300.0,iOS 10.3.3,mobile safari 10.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
3002504,-5.0,33717.0,0.0,0.0,0.0,0.0,Found,49.0,-300.0,iOS 10.3.3,mobile safari 10.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
3009613,-5.0,501809.0,0.0,0.0,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3002479,-5.0,90838.0,,,18.0,-24.0,NotFound,49.0,-360.0,iOS 10.3.3,mobile safari 10.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3002546,-5.0,93353.0,5.0,0.0,2.0,0.0,NotFound,49.0,-300.0,iOS 11.0.3,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3009689,-5.0,322536.0,0.0,0.0,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3009694,-5.0,79743.0,,,0.0,0.0,NotFound,49.0,-480.0,iOS 11.1.2,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,F,mobile,iOS Device
3009635,-5.0,78419.0,0.0,0.0,17.0,-24.0,Found,49.0,-360.0,iOS 10.3.3,mobile safari 10.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3009703,0.0,19650.0,0.0,0.0,0.0,0.0,NotFound,,-360.0,Windows 10,edge 14.0,24.0,,match_status:2,T,T,T,T,desktop,Windows
3002542,-5.0,44192.0,,,1.0,0.0,NotFound,49.0,-360.0,iOS 11.1.2,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3002503,0.0,218932.0,,,-1.0,-10.0,NotFound,20.0,,,mobile safari generic,,,,F,F,T,T,mobile,
3006187,0.0,131895.0,,,0.0,0.0,NotFound,,,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-P550 Build/MMB29M
3009656,-20.0,132040.0,,,0.0,0.0,NotFound,49.0,,,mobile safari 11.0,,,,F,F,F,T,mobile,
3013135,-5.0,147093.0,,,0.0,0.0,Found,52.0,-360.0,Windows 10,edge 15.0,24.0,1920x1080,match_status:0,T,F,T,T,desktop,Windows
3006271,0.0,60826.0,,,0.0,0.0,NotFound,,-300.0,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
3002530,0.0,81403.0,0.0,0.0,0.0,-1.0,NotFound,,-420.0,Windows 10,edge 14.0,24.0,1280x1024,match_status:2,T,T,T,T,desktop,Windows
3002549,0.0,174602.0,0.0,0.0,0.0,0.0,NotFound,20.0,,,chrome 61.0 for android,,,,F,F,T,T,mobile,SM-J700M Build/MMB29K
3000179,0.0,73356.0,,,0.0,0.0,NotFound,,-480.0,Windows 7,ie 11.0 for desktop,24.0,1920x1080,match_status:2,T,T,T,T,desktop,Trident/7.0
3009660,0.0,54951.0,0.0,0.0,0.0,0.0,Found,,-480.0,Mac OS X 10.12,firefox 57.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,rv:57.0
3002536,0.0,41532.0,0.0,0.0,0.0,-1.0,Found,,-420.0,Windows 10,edge 14.0,24.0,1280x1024,match_status:2,T,T,T,T,desktop,Windows
3000181,0.0,41731.0,0.0,0.0,0.0,0.0,NotFound,,-360.0,Android 7.0,chrome 62.0 for android,32.0,2220x1080,match_status:2,T,F,T,T,mobile,SM-G950U Build/NRD90M
3002541,-20.0,207020.0,,,,,NotFound,49.0,,,mobile safari 11.0,,,,F,F,F,T,mobile,
3009737,-5.0,83002.0,,,0.0,0.0,NotFound,49.0,-300.0,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
3000182,-40.0,36718.0,,,11.0,-10.0,NotFound,18.0,-360.0,Android 7.0,samsung browser 6.2,32.0,1920x1080,match_status:2,T,F,T,T,mobile,SAMSUNG SM-G930T Build/NRD90M
3002537,-5.0,4300.0,,,0.0,0.0,Found,49.0,-300.0,iOS 11.1.2,chrome 62.0 for ios,32.0,2048x1536,match_status:2,T,F,F,T,mobile,iOS Device
3013087,-10.0,389069.0,,,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3002557,-5.0,14099.0,,,0.0,0.0,NotFound,52.0,-360.0,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3002560,-5.0,345819.0,,,8.0,-17.0,NotFound,49.0,-300.0,Mac OS X 10_10_5,safari generic,24.0,1280x800,match_status:2,T,F,F,T,desktop,MacOS
3002562,-5.0,282668.0,0.0,0.0,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3013177,0.0,442736.0,,,1.0,0.0,NotFound,,,,chrome 62.0 for android,,,,F,F,T,T,mobile,Blade V6 Plus Build/MRA58K
3002553,-5.0,39966.0,,,10.0,-10.0,NotFound,49.0,-360.0,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
3009762,-20.0,236096.0,,,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3009732,0.0,157150.0,,,0.0,0.0,NotFound,,,,chrome 62.0,,,,F,F,T,T,desktop,
3002578,-5.0,78385.0,,,0.0,0.0,NotFound,52.0,-480.0,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3002580,-5.0,311150.0,0.0,0.0,8.0,-17.0,Found,49.0,-300.0,Mac OS X 10_10_5,safari generic,24.0,1280x800,match_status:2,T,F,F,T,desktop,MacOS
3002585,0.0,980093.0,0.0,0.0,0.0,-1.0,Found,,-420.0,Windows 10,edge 14.0,24.0,1280x1024,match_status:2,T,T,T,T,desktop,Windows
3002590,-5.0,76228.0,0.0,0.0,0.0,0.0,NotFound,49.0,-300.0,Mac OS X 10_11_5,safari generic,24.0,1280x800,match_status:2,T,F,T,F,desktop,MacOS
3002593,0.0,85080.0,0.0,0.0,0.0,0.0,NotFound,,-300.0,Windows 10,ie 11.0 for tablet,24.0,1366x768,match_status:2,T,T,T,T,desktop,Trident/7.0
3002595,-40.0,263724.0,,,0.0,0.0,NotFound,18.0,,,chrome 62.0 for android,,,,F,F,T,T,mobile,BLL-L23 Build/HUAWEIBLL-L23
3002599,-5.0,169335.0,,,0.0,0.0,Found,49.0,-480.0,iOS 9.3.5,mobile safari 9.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3002601,0.0,4810.0,,,1.0,0.0,NotFound,,-300.0,Android 5.1.1,chrome generic,32.0,960x540,,T,F,T,T,mobile,KYOCERA-C6742A Build/LMY47V
3002587,0.0,34872.0,1.0,0.0,1.0,0.0,NotFound,,-360.0,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
3006332,0.0,117061.0,,,0.0,0.0,NotFound,,-360.0,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
3009744,0.0,118380.0,,,0.0,0.0,NotFound,,-300.0,iOS 11.1.2,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,T,T,mobile,iOS Device
3002592,0.0,24562.0,1.0,0.0,2.0,0.0,Found,,-360.0,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
3002635,0.0,102195.0,1.0,0.0,1.0,0.0,Found,,-360.0,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
3002605,-5.0,67684.0,,,0.0,0.0,NotFound,49.0,-540.0,Mac OS X 10_10_5,safari generic,24.0,1440x900,match_status:2,T,F,F,T,desktop,MacOS
3009813,-5.0,379937.0,,,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3009800,-5.0,150961.0,,,0.0,0.0,NotFound,52.0,-420.0,Windows 10,firefox 57.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3006325,-5.0,189878.0,,,0.0,0.0,NotFound,49.0,-300.0,iOS 11.1.2,mobile safari 11.0,32.0,2732x2048,match_status:1,T,F,F,F,mobile,iOS Device
3009749,-5.0,232944.0,,,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,
3013233,-20.0,177016.0,,,-10.0,-32.0,NotFound,49.0,,,mobile safari 11.0,,,,F,F,F,T,mobile,
3000227,0.0,216911.0,0.0,0.0,5.0,-6.0,NotFound,20.0,,,chrome 62.0 for android,,,,F,F,T,T,mobile,F3113 Build/33.2.A.4.70
3002625,0.0,148449.0,,,0.0,0.0,NotFound,,-300.0,Windows 7,ie 11.0 for desktop,24.0,1600x900,match_status:2,T,T,T,T,desktop,Trident/7.0
3002627,-20.0,183306.0,,,7.0,-32.0,NotFound,49.0,,,mobile safari 10.0,,,,F,F,F,T,mobile,
3002619,-5.0,144468.0,,,0.0,0.0,NotFound,49.0,-420.0,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
3002634,-5.0,605110.0,,,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3000212,-5.0,81677.0,0.0,0.0,0.0,-5.0,NotFound,49.0,-300.0,iOS 11.1.2,mobile safari generic,32.0,2436x1125,match_status:2,T,F,T,F,mobile,iOS Device
3009821,-5.0,455159.0,,,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3000239,-5.0,51562.0,,,2.0,0.0,NotFound,52.0,-300.0,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3002645,-5.0,115778.0,0.0,0.0,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3000230,-5.0,27791.0,,,0.0,0.0,NotFound,49.0,-360.0,iOS 11.1.2,mobile safari generic,32.0,1334x750,match_status:2,T,F,F,T,mobile,iOS Device
3009827,-5.0,231491.0,0.0,0.0,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3000237,0.0,128293.0,0.0,0.0,-1.0,-100.0,NotFound,,,,chrome 62.0 for android,,,,F,F,T,T,mobile,D5306 Build/19.4.A.0.182
3002651,-5.0,69643.0,,,2.0,-25.0,NotFound,52.0,-300.0,Windows 7,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
3009775,-5.0,590528.0,,,0.0,-6.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3013272,-5.0,89438.0,,,0.0,0.0,NotFound,52.0,-600.0,Windows 10,edge 15.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
3013274,-5.0,73022.0,0.0,0.0,0.0,-6.0,NotFound,52.0,-300.0,Windows 10,chrome 62.0,24.0,1920x1200,match_status:2,T,F,T,F,desktop,Windows
3002657,-5.0,571266.0,,,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3002660,-5.0,63697.0,0.0,0.0,0.0,0.0,NotFound,52.0,,,chrome 62.0,,,,F,F,T,T,desktop,Windows
3002661,-5.0,188557.0,,,0.0,0.0,NotFound,52.0,,,ie 11.0 for desktop,,,,F,F,T,T,desktop,Trident/7.0
3006376,-5.0,67756.0,,,0.0,0.0,NotFound,49.0,-300.0,iOS 11.1.2,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,F,T,mobile,iOS Device
3002663,-5.0,2623.0,0.0,0.0,2.0,-25.0,NotFound,52.0,-300.0,Windows 7,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
